>
-49.0625000000,-16.2416666667
-49.0621422662,-16.2392115275
-49.0524244520,-16.2295199924
-49.0500000000,-16.2291666667
-49.0496466743,-16.2142422146
-49.0461866591,-16.2107577854
-49.0454800076,-16.2059088813
-49.0420199924,-16.2024244520
-49.0416666667,-16.1916666667
-49.0352895101,-16.1910993788
-49.0313771566,-16.1880672879
-49.0257083469,-16.1866126166
-49.0244327121,-16.1769561768
-49.0172339545,-16.1688771566
-49.0160993788,-16.1644561768
-49.0130672879,-16.1605438232
-49.0118621826,-16.1425723606
-49.0050174289,-16.1408157349
-49.0032792833,-16.1340418498
-48.9936228434,-16.1327660455
-48.9842705621,-16.1244327121
-48.9811228434,-16.1255672879
-48.9770833333,-16.1286978828
-48.9730438232,-16.1255672879
-48.9583333333,-16.1250000000
-48.9577660455,-16.1144561768
-48.9494171143,-16.1050864326
-48.9422902425,-16.1032574124
-48.9416666667,-16.0916666667
-48.9383507623,-16.0908157349
-48.9366492377,-16.0841842651
-48.9311228434,-16.0827660455
-48.9272104899,-16.0797339545
-48.9227895101,-16.0785993788
-48.9173061795,-16.0740264893
-48.9160993788,-16.0575866699
-48.9202660455,-16.0522104899
-48.9208333333,-16.0416666667
-48.9211866591,-16.0392422146
-48.9246466743,-16.0357577854
-48.9253533257,-16.0316204495
-48.9211866591,-16.0274244520
-48.9204800076,-16.0232871162
-48.9246466743,-16.0190911187
-48.9253533257,-16.0149537828
-48.9211866591,-16.0107577854
-48.9208333333,-16.0041666667
-48.9170627170,-16.0031989204
-48.9130672879,-15.9980438232
-48.9116126166,-15.9923751831
-48.9008873834,-15.9909581502
-48.8991492377,-15.9841842651
-48.8958333333,-15.9833333333
-48.8961866591,-15.9725755480
-48.8999854194,-15.9687500000
-48.8961866591,-15.9649244520
-48.8958333333,-15.9625000000
-48.8916666667,-15.9625000000
-48.8883507623,-15.9616490682
-48.8875000000,-15.9583333333
-48.8883507623,-15.9550175985
-48.8938771566,-15.9535993788
-48.8990322537,-15.9496041192
-48.9000000000,-15.9458333333
-48.8994327121,-15.9436228434
-48.8952660455,-15.9382466634
-48.8964006212,-15.9186228434
-48.9005672879,-15.9132466634
-48.8992631700,-15.9050591363
-48.8938771566,-15.9005672879
-48.8883507623,-15.8991490682
-48.8865322537,-15.8920625475
-48.8813771566,-15.8880672879
-48.8791666667,-15.8875000000
-48.8791666667,-15.8833333333
-48.8758507623,-15.8824825711
-48.8744327121,-15.8769561768
-48.8714006212,-15.8730438232
-48.8702660455,-15.8686228434
-48.8672339545,-15.8647104899
-48.8660430908,-15.8425757514
-48.8602895101,-15.8410993788
-48.8549133301,-15.8369327121
-48.8477895101,-15.8380672879
-48.8438771566,-15.8410993788
-48.8416666667,-15.8416666667
-48.8422970242,-15.8353525798
-48.8452029758,-15.8313140869
-48.8464636909,-15.8270192464
-48.8546875000,-15.8174787733
-48.8534077962,-15.8049224854
-48.8385080973,-15.8034356011
-48.8375000000,-15.8000000000
-48.8343400743,-15.7991889106
-48.8327660455,-15.7950866699
-48.8378960503,-15.7884677463
-48.8438771566,-15.7869327121
-48.8477895101,-15.7839006212
-48.8522104899,-15.7827660455
-48.8561228434,-15.7797339545
-48.8907521566,-15.7785641140
-48.8922339545,-15.7727895101
-48.8952660455,-15.7688771566
-48.8958333333,-15.7666666667
-48.8993387858,-15.7657670763
-48.9000000000,-15.7583333333
-48.8966840956,-15.7574825711
-48.8946960449,-15.7497355143
-48.8897104899,-15.7535993788
-48.8875000000,-15.7541666667
-48.8708333333,-15.7541666667
-48.8625000000,-15.7541666667
-48.8583333333,-15.7541666667
-48.8561228434,-15.7535993788
-48.8522104899,-15.7505672879
-48.8342390272,-15.7493621826
-48.8333333333,-15.7458333333
-48.8291666667,-15.7458333333
-48.8175757514,-15.7464569092
-48.8154517280,-15.7547339545
-48.8102895101,-15.7535993788
-48.8049133301,-15.7494327121
-48.7894561768,-15.7505672879
-48.7855438232,-15.7535993788
-48.7811228434,-15.7547339545
-48.7772104899,-15.7577660455
-48.7500000000,-15.7583333333
-48.7458333333,-15.7583333333
-48.7416666667,-15.7583333333
-48.7383507623,-15.7591840956
-48.7375000000,-15.7625000000
-48.7333333333,-15.7625000000
-48.7300174289,-15.7633507623
-48.7291666667,-15.7666666667
-48.7208333333,-15.7666666667
-48.7102895101,-15.7660993788
-48.7063771566,-15.7630672879
-48.7019561768,-15.7619327121
-48.6926038954,-15.7535993788
-48.6769561768,-15.7547339545
-48.6723290337,-15.7583201090
-48.6672339545,-15.7522104899
-48.6657792833,-15.7465416802
-48.6550540500,-15.7451249864
-48.6529517280,-15.7369327121
-48.6436228434,-15.7380672879
-48.6355438232,-15.7452660455
-48.6333333333,-15.7458333333
-48.6184088813,-15.7461866591
-48.6149244520,-15.7496466743
-48.6083333333,-15.7500000000
-48.5892422146,-15.7503533257
-48.5815911187,-15.7579800076
-48.5684088813,-15.7586866591
-48.5565911187,-15.7704800076
-48.5517422146,-15.7711866591
-48.5482577854,-15.7746466743
-48.5350755480,-15.7753533257
-48.5274244520,-15.7829800076
-48.5250000000,-15.7833333333
-48.5227895101,-15.7827660455
-48.5188771566,-15.7797339545
-48.5102895101,-15.7785993788
-48.5062500000,-15.7754686144
-48.5007466634,-15.7797339545
-48.4884494358,-15.7784983317
-48.4839006212,-15.7730438232
-48.4827097575,-15.7509090847
-48.4769561768,-15.7494327121
-48.4730438232,-15.7464006212
-48.4561228434,-15.7452660455
-48.4438771566,-15.7339006212
-48.4352895101,-15.7327660455
-48.4272104899,-15.7255672879
-48.4227895101,-15.7244327121
-48.4188771566,-15.7214006212
-48.4041666667,-15.7208333333
-48.4035993788,-15.7272104899
-48.4005672879,-15.7311228434
-48.3990909153,-15.7368764242
-48.3875000000,-15.7375000000
-48.3809088813,-15.7371466743
-48.3774244520,-15.7336866591
-48.3684088813,-15.7329800076
-48.3586880154,-15.7232855903
-48.3579800076,-15.7100755480
-48.3545199924,-15.7065911187
-48.3541666667,-15.7041666667
-48.3436228434,-15.7047339545
-48.3382466634,-15.7089006212
-48.3144561768,-15.7077660455
-48.3090799967,-15.7035993788
-48.2967827691,-15.7048350016
-48.2922339545,-15.7102895101
-48.2908159044,-15.7158159044
-48.2875000000,-15.7166666667
-48.2841840956,-15.7158159044
-48.2827660455,-15.7102895101
-48.2787706163,-15.7051344130
-48.2715416802,-15.7032792833
-48.2702660455,-15.6936228434
-48.2672339545,-15.6897104899
-48.2658159044,-15.6841840956
-48.2591840956,-15.6824825711
-48.2577660455,-15.6769561768
-48.2537706163,-15.6718010796
-48.2465416802,-15.6699459500
-48.2452660455,-15.6602895101
-48.2422339545,-15.6563771566
-48.2410993788,-15.6409200033
-48.2452660455,-15.6355438232
-48.2458333333,-15.6083333333
-48.2434088813,-15.6086866591
-48.2392130534,-15.6128533257
-48.2225755480,-15.6121466743
-48.2183797201,-15.6079800076
-48.2017422146,-15.6086866591
-48.1937506782,-15.6166527642
-48.1899244520,-15.6128533257
-48.1666666667,-15.6125000000
-48.1642422146,-15.6121466743
-48.1607577854,-15.6086866591
-48.1475755480,-15.6079800076
-48.1433797201,-15.6038133409
-48.1392422146,-15.6045199924
-48.1357577854,-15.6079800076
-48.1333333333,-15.6083333333
-48.1308783637,-15.6079755995
-48.1211866591,-15.5982577854
-48.1204755995,-15.5933783637
-48.1107577854,-15.5836866591
-48.1083333333,-15.5833333333
-48.1041666667,-15.5833333333
-48.1031989204,-15.5871039497
-48.0980438232,-15.5910993788
-48.0800723606,-15.5923044840
-48.0785993788,-15.5980438232
-48.0755672879,-15.6019561768
-48.0741004096,-15.6076721191
-48.0666666667,-15.6083333333
-48.0666666667,-15.6166666667
-48.0350755480,-15.6163133409
-48.0253548516,-15.6066189236
-48.0246466743,-15.5934088813
-48.0170199924,-15.5857577854
-48.0166666667,-15.5708333333
-48.0059088813,-15.5711866591
-48.0024244520,-15.5746466743
-48.0000000000,-15.5750000000
-47.9975755480,-15.5753533257
-47.9940911187,-15.5788133409
-47.9892422146,-15.5795199924
-47.9857577854,-15.5829800076
-47.9809088813,-15.5836866591
-47.9649244520,-15.5996466743
-47.9600755480,-15.6003533257
-47.9565911187,-15.6038133409
-47.9541666667,-15.6041666667
-47.9533157349,-15.6074825711
-47.9500000000,-15.6083333333
-47.9491490682,-15.6116492377
-47.9436228434,-15.6130672879
-47.9397104899,-15.6160993788
-47.9311228434,-15.6172339545
-47.9272104899,-15.6202660455
-47.9215294732,-15.6217241075
-47.9005672879,-15.6436228434
-47.9000000000,-15.6458333333
-47.9031599257,-15.6466444227
-47.9047339545,-15.6507466634
-47.9005672879,-15.6561228434
-47.8991126166,-15.6617916531
-47.8894561768,-15.6630672879
-47.8855438232,-15.6660993788
-47.8791666667,-15.6666666667
-47.8788085937,-15.6642096625
-47.8732577854,-15.6586866591
-47.8708333333,-15.6583333333
-47.8644561768,-15.6589006212
-47.8551038954,-15.6672339545
-47.8503957113,-15.6655368381
-47.8422339545,-15.6563771566
-47.8410993788,-15.6394561768
-47.8380672879,-15.6355438232
-47.8366004096,-15.6298278809
-47.8227895101,-15.6285993788
-47.8063771566,-15.6130672879
-47.7958333333,-15.6125000000
-47.7916666667,-15.6125000000
