9.675	0.148
7.987	0.160
6.594	0.175
5.444	0.196
4.494	0.224
3.710	0.261
3.251	0.298
2.792	0.359
2.446	0.433
2.215	0.522
2.074	0.630
1.980	0.760
1.769	1.365
1.520	3.022
1.769	1.365
1.451	0.167
1.395	0.137
1.319	0.113
1.222	0.095
0.951	0.136
0.317	0.704
0.951	0.136
0.688	0.085
0.196	0.119
0.688	0.085
0.665	0.078
0.652	0.069
0.652	0.027
0.542	0.026
0.450	0.026
0.374	0.026
0.311	0.027
0.021	0.061
0.311	0.027
0.374	0.026
0.450	0.026
0.542	0.026
0.652	0.027
0.652	0.019
0.568	0.017
0.494	0.015
0.405	0.014
0.332	0.013
0.273	0.013
0.239	0.012
0.150	0.012
0.095	0.012
0.060	0.012
0.095	0.012
0.150	0.012
0.239	0.012
0.273	0.013
0.332	0.013
0.405	0.014
0.494	0.015
0.412	0.013
0.344	0.011
0.287	0.009
0.264	0.008
0.234	0.007
0.211	0.006
0.190	0.005
0.181	0.005
0.172	0.005
0.029	0.005
0.172	0.005
0.181	0.005
0.190	0.005
0.211	0.006
0.234	0.007
0.264	0.008
0.287	0.009
0.344	0.011
0.412	0.013
0.494	0.015
0.568	0.017
0.652	0.019
0.652	0.002
0.652	0.019
0.735	0.020
0.827	0.021
0.932	0.022
1.050	0.023
1.182	0.024
1.332	0.024
1.520	0.024
1.735	0.023
1.980	0.021
2.260	0.020
2.579	0.018
2.944	0.016
2.867	0.004
2.944	0.016
3.637	0.020
4.319	0.024
4.962	0.031
5.516	0.038
10.000	0.039
5.516	0.038
1.222	0.095
