time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-04-19T07:12:57.470Z,-55.5584,-27.1092,2.81,4.3,mb,,81,5.558,0.81,us,us10005drf,2016-06-27T23:02:15.040Z,"127km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.5,3.4,0.154,12,reviewed,us,us
2016-04-19T08:04:19.190Z,-55.5877,-26.9938,10,4.6,mb,,83,5.627,0.51,us,us10005dq6,2016-06-27T23:02:15.040Z,"124km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.1,1.8,0.173,10,reviewed,us,us
2016-04-19T08:10:03.270Z,-55.6628,-27.1714,10,4.4,mb,,114,5.541,0.57,us,us10005dre,2016-06-27T23:02:15.040Z,"115km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.4,1.9,0.148,13,reviewed,us,us
2016-04-19T08:25:40.800Z,-55.6859,-27.1876,10,4.5,mb,,81,5.537,0.73,us,us10005dqb,2016-06-27T23:02:15.040Z,"112km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,5.8,1.9,0.144,14,reviewed,us,us
2016-04-19T11:25:21.740Z,-55.6419,-26.9907,10,4.6,mb,,68,5.638,0.82,us,us10005dqi,2016-06-27T23:02:17.040Z,"118km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.2,1.8,0.087,39,reviewed,us,us
2016-04-19T15:51:02.290Z,-55.7715,-27.0945,10,4.6,mb,,99,5.605,1,us,us10005dqm,2016-06-27T23:02:18.040Z,"103km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,16.8,1.9,0.245,5,reviewed,us,us
2016-04-19T16:37:19.490Z,-30.6799,-71.818,25,4.5,mb,,181,0.157,1.06,us,us20005jui,2016-06-27T23:02:18.040Z,"59km W of Ovalle, Chile",earthquake,6.9,5.4,0.18,9,reviewed,us,us
2016-04-19T22:37:10.990Z,-23.9815,-66.8151,185.93,4.4,mb,,54,2.36,0.87,us,us20005jyy,2016-06-27T23:02:21.040Z,"56km WNW of San Antonio de los Cobres, Argentina",earthquake,8,7,0.103,27,reviewed,us,us
2016-04-20T00:05:48.440Z,-55.6634,-27.0703,25.86,4.6,mb,,86,5.598,0.7,us,us10005drj,2016-06-27T23:02:22.040Z,"115km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14,6.6,0.112,24,reviewed,us,us
2016-04-20T00:46:43.070Z,-30.4109,-71.704,23.39,3.7,mb,,191,0.268,0.83,us,us20005jzu,2016-06-27T23:02:22.040Z,"52km WNW of Ovalle, Chile",earthquake,4.4,9.7,0.504,1,reviewed,us,us
2016-04-20T05:53:05.190Z,-55.5408,-26.8667,10,4.5,mb,,128,5.691,0.26,us,us10005drq,2016-06-27T23:02:24.040Z,"130km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.8,1.9,0.156,12,reviewed,us,us
2016-04-20T07:16:19.610Z,-55.3312,-28.8685,22.46,4.3,mb,,125,4.531,0.27,us,us10005dsf,2016-06-27T23:02:24.040Z,"184km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.2,9.3,0.238,7,reviewed,us,us
2016-04-20T15:10:00.270Z,-55.5518,-26.8572,10,4.4,mb,,128,5.698,1.03,us,us10005dsn,2016-06-27T23:02:28.040Z,"129km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.2,1.9,0.161,11,reviewed,us,us
2016-04-21T03:40:25.830Z,-55.8554,-26.7398,10,4.4,mb,,196,18.82,0.26,us,us10005dtd,2016-06-27T23:02:31.040Z,"98km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.5,2,0.161,11,reviewed,us,us
2016-04-21T04:25:15.620Z,-57.9229,-25.2881,10,4.1,mb,,128,7.245,0.69,us,us10005dte,2016-06-27T23:02:31.040Z,"142km NNE of Bristol Island, South Sandwich Islands",earthquake,9.3,1.9,0.174,9,reviewed,us,us
2016-04-21T06:48:52.170Z,-23.0486,-66.246,236.03,4.4,mb,,39,2.496,0.81,us,us20005kdd,2016-06-27T23:02:32.040Z,"60km WNW of El Aguilar, Argentina",earthquake,6.7,8.2,0.138,15,reviewed,us,us
2016-04-21T17:15:52.290Z,-55.4925,-26.5526,10,4.3,mb,,128,5.861,0.42,us,us10005dt3,2016-06-27T23:02:34.040Z,"140km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11,1.9,0.189,8,reviewed,us,us
2016-04-21T18:07:42.820Z,-22.302,-67.4034,152.99,4.9,mb,,25,1.428,0.97,us,us20005kj2,2016-06-27T23:02:35.040Z,"107km NE of San Pedro de Atacama, Chile",earthquake,6.8,4.9,0.032,316,reviewed,us,us
2016-04-21T19:57:09.500Z,-55.57,-26.7449,10,4.3,mb,,128,5.764,0.83,us,us10005dtl,2016-06-27T23:02:36.040Z,"128km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.9,1.9,0.16,11,reviewed,us,us
2016-04-21T20:02:52.650Z,-55.6238,-27.2359,10,4.1,mb,,127,5.498,0.68,us,us10005dtj,2016-06-27T23:02:36.040Z,"119km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.9,1.9,0.197,7,reviewed,us,us
2016-04-21T20:19:59.130Z,-55.4549,-26.67,10,4.4,mb,,115,5.79,1.03,us,us10005dtb,2016-06-27T23:02:36.040Z,"142km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.9,1.8,0.169,10,reviewed,us,us
2016-04-21T20:25:48.800Z,-55.6233,-26.9609,10,4.2,mb,,114,5.652,0.6,us,us10005dti,2016-06-27T23:02:36.040Z,"120km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.4,1.6,0.16,11,reviewed,us,us
2016-04-22T00:42:00.550Z,-55.6281,-27.0706,10,4.5,mb,,127,5.591,0.78,us,us10005dcz,2016-07-08T02:49:16.040Z,"119km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.5,1.9,0.145,14,reviewed,us,us
2016-04-22T15:55:50.550Z,-23.597,-71.1348,15.77,4.6,mb,,142,0.539,1.13,us,us20005kx4,2016-07-08T02:49:18.040Z,"75km W of Antofagasta, Chile",earthquake,5,4.8,0.146,14,reviewed,us,us
2016-04-23T09:00:27.110Z,-24.1506,-69.0789,89.38,4.5,mb,,47,1.004,1.08,us,us20005l5l,2016-07-08T02:49:19.040Z,"145km ESE of Antofagasta, Chile",earthquake,5.2,5.8,0.057,92,reviewed,us,us
2016-04-23T19:50:56.320Z,-59.9397,-26.9072,46.94,4.8,mb,,79,8.876,0.89,us,us20005l87,2016-07-08T02:49:19.040Z,"103km SSW of Bristol Island, South Sandwich Islands",earthquake,10.3,6.2,0.077,52,reviewed,us,us
2016-04-23T21:24:57.920Z,-24.7819,-69.0935,98.09,4.4,mb,,47,0.589,1.17,us,us20005l97,2016-07-08T02:49:19.040Z,"156km ENE of Taltal, Chile",earthquake,4.9,5.3,0.12,20,reviewed,us,us
2016-04-24T00:35:02.720Z,-24.1751,-66.954,169.34,4.5,mb,,35,1.656,1,us,us20005lav,2016-07-08T02:49:19.040Z,"64km W of San Antonio de los Cobres, Argentina",earthquake,7,5.4,0.061,79,reviewed,us,us
2016-04-24T00:55:32.530Z,-21.2961,-70.6429,44.37,4.4,mb,,124,0.658,0.74,us,us20005laz,2016-07-08T02:49:20.040Z,"99km NNW of Tocopilla, Chile",earthquake,3.7,6.4,0.143,14,reviewed,us,us
2016-04-24T08:37:59.850Z,-59.3074,-27.027,10,5.5,mww,,40,7.231,0.81,us,us20005ldk,2016-11-10T22:15:31.326Z,"42km SW of Bristol Island, South Sandwich Islands",earthquake,8.7,1.6,,,reviewed,us,us
2016-04-24T08:44:38.010Z,-59.3929,-27.1118,10,4.5,mb,,91,15.717,0.54,us,us10005dni,2016-07-08T02:49:20.040Z,"52km SW of Bristol Island, South Sandwich Islands",earthquake,8.4,1.8,0.111,24,reviewed,us,us
2016-04-24T10:56:58.970Z,-23.4382,-66.9518,219.19,4.1,mb,,78,1.983,0.57,us,us20005le0,2016-07-08T02:49:20.040Z,"107km NW of San Antonio de los Cobres, Argentina",earthquake,11.7,9.9,0.158,11,reviewed,us,us
2016-04-24T10:59:31.190Z,-59.7021,-28.9865,10,4.4,mb,,119,6.801,0.57,us,us10005dp0,2016-07-08T02:49:20.040Z,"158km WSW of Bristol Island, South Sandwich Islands",earthquake,10.2,1.9,0.17,10,reviewed,us,us
2016-04-24T11:27:43.000Z,-36.158,-73.507,10,4.1,mb,,,,0.35,us,us10005cyx,2016-07-08T02:49:20.040Z,"71km NNW of Talcahuano, Chile",earthquake,6.6,1.9,0.234,5,reviewed,guc,us
2016-04-25T08:06:34.000Z,-24.29,-67.27,180,4.3,mb,,,,1.19,us,us20005lir,2016-07-08T02:49:21.040Z,"96km W of San Antonio de los Cobres, Argentina",earthquake,4,7.2,0.189,8,reviewed,sja,us
2016-04-25T08:34:24.490Z,-58.9187,-26.3669,122.28,4.9,mb,,58,7.262,0.86,us,us20005lj2,2016-07-08T02:49:21.040Z,"15km NE of Bristol Island, South Sandwich Islands",earthquake,8.9,5.1,0.072,60,reviewed,us,us
2016-04-25T13:21:00.240Z,-24.1573,-67.2104,213.05,4.2,mb,,120,1.493,0.62,us,us20005lk6,2016-07-08T02:49:22.040Z,"90km W of San Antonio de los Cobres, Argentina",earthquake,8.5,7.5,0.264,4,reviewed,us,us
2016-04-25T14:01:46.490Z,-32.1461,-71.9091,22.32,4.6,mwr,,140,0.662,0.79,us,us20005lk7,2016-07-08T02:49:22.040Z,"72km WNW of La Ligua, Chile",earthquake,3.2,4.3,0.043,52,reviewed,us,us
2016-04-25T15:35:47.950Z,-32.1655,-71.9635,14.03,4.3,mb,,136,0.687,0.89,us,us10005dw4,2016-07-08T02:49:22.040Z,"75km WNW of La Ligua, Chile",earthquake,5.5,1.7,0.238,5,reviewed,us,us
2016-04-25T20:10:35.260Z,-33.7312,-72.0362,22.15,4.1,mwr,,131,0.359,0.88,us,us10005bgv,2016-07-08T02:49:22.040Z,"41km WSW of San Antonio, Chile",earthquake,2.4,5,0.046,45,reviewed,us,us
2016-04-25T21:47:15.550Z,-55.5896,-26.7766,10,5.2,mb,,47,5.749,1.02,us,us10005bhq,2016-07-08T02:49:23.040Z,"126km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.2,1.8,0.067,74,reviewed,us,us
2016-04-25T22:18:57.320Z,-55.5822,-26.9287,10,4.3,mb,,95,5.663,0.42,us,us10005dvz,2016-07-08T02:49:23.040Z,"125km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.5,1.9,0.216,6,reviewed,us,us
2016-04-25T22:20:49.210Z,-30.9416,-71.7672,23.02,4.6,mwr,,131,0.29,0.82,us,us10005bhz,2016-07-08T02:49:23.040Z,"66km SW of Ovalle, Chile",earthquake,4.9,3.7,,,reviewed,us,guc
2016-04-26T02:41:56.720Z,-20.8368,-68.888,111.82,4.4,mwr,,42,0.596,0.91,us,us10005bk7,2016-07-08T02:49:23.040Z,"147km ESE of Iquique, Chile",earthquake,5.7,4.9,0.059,28,reviewed,us,us
2016-04-26T10:54:19.840Z,-31.7638,-72.0773,10,3.9,mwr,,179,1.034,0.69,us,us10005blg,2016-07-08T02:49:23.040Z,"87km W of Illapel, Chile",earthquake,2.9,1.9,0.071,19,reviewed,us,us
2016-04-26T12:08:39.410Z,-59.3874,-26.9359,10,5.1,mb,,62,7.318,0.7,us,us10005blt,2016-07-08T02:49:23.040Z,"46km SSW of Bristol Island, South Sandwich Islands",earthquake,10.1,1.8,0.088,42,reviewed,us,us
2016-04-26T17:51:30.020Z,-23.8578,-67.2957,202.1,4.3,mb,,54,1.212,1.41,us,us10005bq9,2016-07-08T02:49:24.040Z,"107km WNW of San Antonio de los Cobres, Argentina",earthquake,8.4,7.6,0.266,4,reviewed,us,us
2016-04-26T19:58:15.550Z,-21.0685,-68.7063,132.55,4.9,mb,,31,0.73,1.42,us,us10005brg,2016-07-08T02:49:24.040Z,"156km N of Calama, Chile",earthquake,5.6,6.1,0.065,73,reviewed,us,us
2016-04-27T02:16:51.190Z,-31.6405,-67.7468,17.46,5,mb,,29,0.805,1.33,us,us10005buk,2016-07-08T02:49:25.040Z,"50km E of Caucete, Argentina",earthquake,5.7,3.2,0.044,166,reviewed,us,us
2016-04-27T10:13:50.260Z,-24.1304,-66.782,173.47,5.1,mb,,25,1.737,1.17,us,us10005bwt,2016-07-08T02:49:25.040Z,"48km WNW of San Antonio de los Cobres, Argentina",earthquake,6.4,4.9,0.028,405,reviewed,us,us
2016-04-27T19:09:11.710Z,-59.6311,-26.3193,10,4.3,mb,,112,15.313,1.3,us,us10005e2z,2016-07-08T02:49:26.040Z,"67km S of Bristol Island, South Sandwich Islands",earthquake,16,1.9,0.161,11,reviewed,us,us
2016-04-28T00:47:07.400Z,-21.7306,-68.5392,121.87,4.3,mb,,49,0.656,0.71,us,us10005c22,2016-07-08T02:49:26.040Z,"91km NNE of Calama, Chile",earthquake,6,7,0.237,5,reviewed,us,us
2016-04-28T00:56:05.660Z,-32.293,-71.8885,22.3,3.9,mwr,,174,0.566,0.87,us,us10005c25,2016-07-08T02:49:26.040Z,"64km WNW of La Ligua, Chile",earthquake,5.6,2.5,0.052,36,reviewed,us,us
2016-04-28T08:03:36.010Z,-28.0446,-66.711,160.65,4.4,mwr,,43,2.464,1.29,us,us10005c4j,2016-07-08T02:49:27.040Z,"54km SE of Belen, Argentina",earthquake,6.6,8.1,,,reviewed,us,guc
2016-04-28T08:40:15.980Z,-31.844,-72.0319,16.52,4.1,mwr,,140,0.948,0.54,us,us10005c4m,2016-07-08T02:49:27.040Z,"85km WSW of Illapel, Chile",earthquake,3.7,4.1,0.044,49,reviewed,us,us
2016-04-28T17:00:34.730Z,-21.0813,-68.9627,112.66,4,mb,,81,0.491,0.81,us,us10005c7s,2016-07-08T02:49:27.040Z,"153km N of Calama, Chile",earthquake,6.8,7.3,0.212,6,reviewed,us,us
2016-04-29T03:08:33.000Z,-22.208,-68.55,106.9,4.1,mb,,,,1.07,us,us10005cci,2016-07-19T20:03:05.040Z,"48km NE of Calama, Chile",earthquake,7.1,4.9,0.233,5,reviewed,guc,us
2016-04-29T04:22:47.370Z,-27.2761,-63.4352,570.84,4.1,mb,,61,5.097,0.64,us,us10005ebl,2016-07-19T20:03:05.040Z,"34km SW of El Hoyo, Argentina",earthquake,8.7,10.2,0.197,7,reviewed,us,us
2016-04-30T02:49:06.790Z,-29.7636,-72.0392,10,4.8,mb,,141,0.712,0.97,us,us10005cmu,2016-07-19T20:03:06.040Z,"70km WNW of Coquimbo, Chile",earthquake,2.2,1.8,0.083,46,reviewed,us,us
2016-04-30T03:00:10.290Z,-55.7439,-27.7155,36.57,4.4,mb,,70,5.256,0.47,us,us10005gb2,2016-07-19T20:03:06.040Z,"111km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.5,7,0.154,12,reviewed,us,us
2016-04-30T06:36:25.340Z,-30.0378,-72.6926,10,4.5,mb,,145,1.112,0.85,us,us10005cnr,2016-07-19T20:03:06.040Z,"130km W of Coquimbo, Chile",earthquake,7.4,1.9,0.205,7,reviewed,us,us
2016-04-30T07:54:36.180Z,-55.6867,-27.6353,29.66,4.8,mb,,126,5.288,0.75,us,us10005cp5,2016-07-19T20:03:06.040Z,"116km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.5,2.2,0.093,36,reviewed,us,us
2016-04-30T10:31:57.880Z,-30.0668,-72.6608,10,4.2,mwr,,144,1.073,1.1,us,us10005cps,2016-07-19T20:03:07.040Z,"127km W of Coquimbo, Chile",earthquake,5.1,1.9,0.045,47,reviewed,us,us
2016-04-30T12:50:43.560Z,-58.9991,-25.9011,97.73,4.7,mb,,80,7.506,0.8,us,us10005gaq,2016-07-19T20:03:07.040Z,"35km E of Bristol Island, South Sandwich Islands",earthquake,13,2.7,0.117,22,reviewed,us,us
2016-05-01T01:15:43.000Z,-32.5969,-71.826,18.65,3.6,mb,,170,0.447,0.84,us,us10005csg,2016-07-19T20:03:07.040Z,"52km NNW of Valparaiso, Chile",earthquake,5.8,10.6,0.354,2,reviewed,us,us
2016-05-01T02:34:21.620Z,-56.2566,-26.2123,58.16,4.7,mb,,68,6.197,0.85,us,us10005gbs,2016-07-19T20:03:07.040Z,"78km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,7.2,6.4,0.137,16,reviewed,us,us
2016-05-01T04:24:26.210Z,-30.2815,-72.2059,10,4.2,mb,,191,0.629,0.9,us,us10005ct6,2016-07-19T20:03:07.040Z,"90km WSW of Coquimbo, Chile",earthquake,5.8,1.9,0.235,5,reviewed,us,us
2016-05-01T08:55:52.430Z,-30.3253,-72.1544,10,4.2,mb,,180,0.567,1.07,us,us10005ctv,2016-07-19T20:03:08.040Z,"88km WSW of Coquimbo, Chile",earthquake,3,2,0.264,4,reviewed,us,us
2016-05-01T13:53:51.430Z,-57.9639,-25.3315,35,4.8,mb,,54,16.575,0.64,us,us10005cub,2016-07-19T20:03:08.040Z,"137km NNE of Bristol Island, South Sandwich Islands",earthquake,8,1.9,0.069,65,reviewed,us,us
2016-05-02T02:03:31.180Z,-32.7551,-69.1335,32.71,4.4,mb,,44,1.138,0.93,us,us10005cx5,2016-07-19T20:03:09.040Z,"32km WNW of Mendoza, Argentina",earthquake,3.7,6,0.135,16,reviewed,us,us
2016-05-02T07:37:47.290Z,-59.8608,-25.9292,10,5.1,mb,,46,8.015,0.87,us,us10005czb,2016-07-19T20:03:09.040Z,"98km SSE of Bristol Island, South Sandwich Islands",earthquake,7.9,1.7,0.06,89,reviewed,us,us
2016-05-02T11:40:54.850Z,-59.59,-25.9738,20.31,4.5,mb,,64,7.827,0.7,us,us10005gib,2016-07-19T20:03:09.040Z,"69km SSE of Bristol Island, South Sandwich Islands",earthquake,11.5,4.8,0.118,21,reviewed,us,us
2016-05-02T15:53:33.340Z,-25.9107,-70.7578,55.32,4.7,mb,,153,0.276,1.29,us,us10005d1t,2016-07-19T20:03:10.040Z,"62km SSW of Taltal, Chile",earthquake,6.2,6,0.275,5,reviewed,us,us
2016-05-04T07:24:42.000Z,-23.073,-66.635,222,4.2,mb,,,,0.89,us,us10005djz,2016-07-19T20:03:12.040Z,"98km W of El Aguilar, Argentina",earthquake,9.7,6.7,0.236,5,reviewed,sja,us
2016-05-04T13:11:15.320Z,-24.2608,-67.2056,179.65,4.2,mb,,112,1.579,1.1,us,us10005dlg,2016-07-19T20:03:12.040Z,"90km W of San Antonio de los Cobres, Argentina",earthquake,11.8,13,0.306,3,reviewed,us,us
2016-05-05T11:09:19.000Z,-55.4815,-25.4243,10,4.4,mb,,105,6.497,1.49,us,us10005h2x,2016-07-19T20:03:13.040Z,"174km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.3,1.9,0.149,15,reviewed,us,us
2016-05-06T08:51:32.870Z,-30.4138,-71.4019,49.54,4.4,mb,,150,0.328,0.96,us,us10005e8a,2016-07-20T18:10:45.040Z,"28km NW of Ovalle, Chile",earthquake,8.9,10.3,0.381,2,reviewed,us,us
2016-05-06T16:15:42.000Z,-30.44,-71.26,31,3.9,ml,,,,0.91,us,us10005eb9,2016-07-20T18:10:45.040Z,"18km NNW of Ovalle, Chile",earthquake,6.5,8.3,,,reviewed,guc,guc
2016-05-06T20:47:51.000Z,-21.363,-68.778,110.5,4.1,mb,,,,0.72,us,us10005ef3,2016-07-20T18:10:45.040Z,"123km N of Calama, Chile",earthquake,5.4,5.5,0.233,5,reviewed,guc,us
2016-05-07T07:22:21.990Z,-33.9558,-71.4845,51.56,4.5,mb,,119,0.214,0.81,us,us10005fpe,2016-07-20T18:10:46.040Z,"37km SW of Melipilla, Chile",earthquake,5.1,5.7,0.163,11,reviewed,us,us
2016-05-07T12:39:49.620Z,-30.2834,-71.9945,23.37,4.4,mb,,156,0.497,1.03,us,us10005fq5,2016-07-20T18:10:47.040Z,"72km WSW of Coquimbo, Chile",earthquake,6.8,7.4,0.24,5,reviewed,us,us
2016-05-07T14:09:54.060Z,-36.644,-70.5431,157.02,4.7,mb,,62,1.128,0.91,us,us10005fqd,2016-07-20T18:10:47.040Z,"42km NNE of Las Ovejas, Argentina",earthquake,8,7.2,0.081,46,reviewed,us,us
2016-05-08T10:33:12.250Z,-32.7579,-71.4873,32.7,4.4,mwr,,116,0.292,0.73,us,us10005fum,2016-07-20T18:10:48.040Z,"24km NW of Quillota, Chile",earthquake,5.9,4,0.044,50,reviewed,us,us
2016-05-08T19:05:59.840Z,-24.8083,-69.4078,87.87,4.7,mwr,,62,0.923,1.27,us,us10005fwi,2016-07-20T18:10:49.040Z,"126km ENE of Taltal, Chile",earthquake,5.7,4.3,0.039,64,reviewed,us,us
2016-05-08T22:59:23.290Z,-56.0771,-27.8952,89.73,4.4,mb,,192,5.241,0.87,us,us10005hzm,2016-07-20T18:10:49.040Z,"81km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.1,9.6,0.126,18,reviewed,us,us
2016-05-09T05:49:24.220Z,-55.9361,-27.818,109.32,4.2,mb,,69,5.245,0.36,us,us10005i8a,2016-07-20T18:10:49.040Z,"93km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.9,8.4,0.16,11,reviewed,us,us
2016-05-09T11:18:20.000Z,-32.583,-71.847,24,4.2,mwr,,,,1.08,us,us10005g0w,2016-07-20T18:10:50.040Z,"54km NNW of Valparaiso, Chile",earthquake,3.8,4.3,0.044,50,reviewed,guc,us
2016-05-09T14:46:03.760Z,-56.1886,-27.7337,123.83,4.9,mb,,54,5.36,0.63,us,us10005g1v,2016-07-20T18:10:50.040Z,"65km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9,4.8,0.057,98,reviewed,us,us
2016-05-10T00:16:06.970Z,-32.3235,-71.7497,56.25,4.2,mb,,169,0.703,0.74,us,us10005g7a,2016-07-20T18:10:51.040Z,"50km WNW of La Ligua, Chile",earthquake,5.2,10,0.235,5,reviewed,us,us
2016-05-10T00:27:45.880Z,-35.562,-71.3262,93.73,4,mwr,,87,0.214,1.05,us,us10005g7e,2016-07-20T18:10:51.040Z,"14km E of San Clemente, Chile",earthquake,4.7,6,0.069,20,reviewed,us,us
2016-05-10T02:50:55.290Z,-29.4577,-66.8295,12.21,3.4,md,,108,2.625,0.9,us,us10005ge3,2016-07-20T18:10:51.040Z,"5km SSE of La Rioja, Argentina",earthquake,7.7,10.8,,,reviewed,us,sja
2016-05-10T21:20:04.000Z,-37.826,-74.276,20.8,4,ml,,,,0.67,us,us200062pr,2016-07-20T18:10:52.040Z,"59km WSW of Lebu, Chile",earthquake,13.2,9.6,,,reviewed,guc,guc
2016-05-10T21:47:25.830Z,-37.8325,-73.9686,17.22,4.4,mb,,193,1.058,0.64,us,us10005gec,2016-07-20T18:10:52.040Z,"36km SW of Lebu, Chile",earthquake,8.5,4.3,0.309,3,reviewed,us,us
2016-05-10T21:55:38.240Z,-37.8611,-73.7496,7.09,4.5,mwr,,153,0.97,0.63,us,us10005gee,2016-07-20T18:10:52.040Z,"28km SSW of Lebu, Chile",earthquake,6.9,4.9,,,reviewed,us,guc
2016-05-11T09:34:36.790Z,-58.0169,-25.7954,84.39,4.3,mb,,82,7.045,0.48,us,us10005iie,2016-07-20T18:10:53.040Z,"120km NNE of Bristol Island, South Sandwich Islands",earthquake,7.5,7.9,0.142,14,reviewed,us,us
2016-05-11T13:11:34.020Z,-30.663,-71.7475,24.68,5.4,mww,,90,0.097,0.7,us,us10005gih,2016-07-20T18:10:53.040Z,"52km W of Ovalle, Chile",earthquake,4.5,3.4,,,reviewed,us,us
2016-05-11T17:59:35.830Z,-27.8494,-71.3502,10,4.7,mwr,,134,0.429,0.88,us,us10005gl5,2016-07-20T18:10:53.040Z,"98km NW of Vallenar, Chile",earthquake,2.1,1.8,,,reviewed,us,guc
2016-05-11T22:41:55.350Z,-29.8611,-71.4947,44.65,4.1,mb,,182,0.229,0.85,us,us10005gn7,2016-07-20T18:10:53.040Z,"17km NW of Coquimbo, Chile",earthquake,4.8,12.5,0.303,3,reviewed,us,us
2016-05-12T17:47:40.260Z,-33.9996,-73.3651,10,4.6,mb,,116,1.496,1.18,us,us10005guu,2016-07-20T18:10:54.040Z,"167km WSW of San Antonio, Chile",earthquake,7,1.7,0.072,57,reviewed,us,us
2016-05-12T18:03:50.610Z,-30.5813,-71.7987,26.64,4.3,mwr,,140,0.168,0.99,us,us10005gv1,2016-07-20T18:10:54.040Z,"57km W of Ovalle, Chile",earthquake,7.1,4.7,,,reviewed,us,guc
2016-05-13T11:31:48.000Z,-20.603,-68.898,96.8,4.2,mb,,,,0.86,us,us10005h3k,2016-07-22T19:39:04.040Z,"136km ESE of Iquique, Chile",earthquake,4,5.2,0.235,6,reviewed,guc,us
2016-05-13T17:06:07.580Z,-55.358,-26.9403,26.99,4.8,mb,,112,5.624,1.04,us,us10005iv8,2016-07-22T19:39:04.040Z,"150km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.4,5.3,0.107,27,reviewed,us,us
2016-05-14T04:09:22.930Z,-21.2562,-67.3369,212.11,4.2,mb,,110,1.853,0.62,us,us10005hcr,2016-07-22T19:39:05.040Z,"103km SSW of Uyuni, Bolivia",earthquake,10.6,10.3,0.305,3,reviewed,us,us
2016-05-14T16:56:18.430Z,-59.6316,-26.1644,65.13,4.6,mb,,94,7.777,0.74,us,us10005iwd,2016-07-22T19:39:06.040Z,"69km SSE of Bristol Island, South Sandwich Islands",earthquake,9,7.8,0.09,37,reviewed,us,us
2016-05-15T09:42:12.290Z,-29.2418,-69.2959,96.03,4.6,mb,,46,1.01,0.82,us,us10005hj6,2016-07-22T19:39:07.040Z,"118km WSW of Vinchina, Argentina",earthquake,6.3,5.2,0.057,93,reviewed,us,us
2016-05-15T15:14:00.090Z,-23.6548,-67.9894,103.54,4.5,mb,,117,1.34,1.1,us,us10005hk8,2016-07-22T19:39:07.040Z,"84km SSE of San Pedro de Atacama, Chile",earthquake,8.5,5.7,0.065,69,reviewed,us,us
2016-05-16T06:23:27.860Z,-21.0092,-67.8786,176.14,4.4,mb,,40,1.474,1.17,us,us10005hp1,2016-07-22T19:39:08.040Z,"125km SW of Colchani, Bolivia",earthquake,6.1,10.1,0.17,10,reviewed,us,us
2016-05-16T10:05:11.900Z,-55.6651,-27.3734,47.49,4.9,mb,,58,5.429,0.93,us,us10005hq8,2016-07-22T19:39:09.040Z,"115km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11,6,0.076,54,reviewed,us,us
2016-05-16T13:39:32.460Z,-55.7206,-26.8282,10,4.6,mb,,134,5.743,1.22,us,us10005jl6,2016-07-22T19:39:09.040Z,"111km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.5,1.9,0.122,20,reviewed,us,us
2016-05-16T20:24:18.660Z,-55.5925,-27.5149,15.95,4.2,mb,,124,5.337,1.32,us,us10005jla,2016-07-22T19:39:09.040Z,"124km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13,7.3,0.187,8,reviewed,us,us
2016-05-16T23:28:53.210Z,-24.1207,-65.1209,49.87,4.3,mb,,55,3.792,1.17,us,us10005jl8,2016-07-22T19:39:09.040Z,"17km NNE of Palpala, Argentina",earthquake,7.5,9.8,0.267,4,reviewed,us,us
2016-05-17T05:20:54.120Z,-24.2561,-67.2933,177.01,4.2,mb,,49,1.531,0.98,us,us10005hvz,2016-07-22T19:39:10.040Z,"99km W of San Antonio de los Cobres, Argentina",earthquake,6.9,11,0.199,7,reviewed,us,us
