time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1994-08-11T18:10:30.850Z,-55.527,-28.064,33,4.7,mb,,,,1.3,us,usp0006gur,2014-11-07T00:56:01.949Z,"South Sandwich Islands region",earthquake
1994-08-10T14:57:49.270Z,-58.756,-25.538,33,5.5,mw,,,,0.8,us,usp0006gsw,2015-02-11T17:16:18.000Z,"South Sandwich Islands region",earthquake
1994-07-31T14:44:33.150Z,-60.694,-24.863,33,5.3,mw,,,,1.1,us,usp0006gc9,2015-02-11T17:16:18.000Z,"South Sandwich Islands region",earthquake
1994-07-25T22:00:22.980Z,-56.362,-27.365,81.3,6.6,mwb,,,,1.2,us,usp0006g4b,2015-05-13T18:53:34.000Z,"South Sandwich Islands region",earthquake
1994-07-25T04:39:17.460Z,-56.967,-25.497,33,5.6,mw,,,,0.9,us,usp0006g3f,2015-05-13T18:53:34.000Z,"South Sandwich Islands region",earthquake
1994-06-25T13:54:58.810Z,-56.074,-27.675,110,5.1,mw,,,,0.9,us,usp0006eth,2015-02-11T17:16:17.000Z,"South Sandwich Islands region",earthquake
1994-05-25T20:53:29.850Z,-57.718,-25.781,33,4.8,mb,,,,0.4,us,usp0006d4e,2014-11-07T00:55:31.618Z,"South Sandwich Islands region",earthquake
1994-05-12T20:17:58.090Z,-57.96,-25.181,33,5.4,mb,,,,1.4,us,usp0006cfa,2014-11-07T00:55:28.195Z,"South Sandwich Islands region",earthquake
1994-05-08T20:04:53.230Z,-55.599,-27.177,33,5,mb,,,,1.4,us,usp0006c9f,2014-11-07T00:55:27.340Z,"South Sandwich Islands region",earthquake
1994-05-02T05:01:49.590Z,-56.914,-26.251,33,4.7,mb,,,,1.5,us,usp0006bwp,2014-11-07T00:55:24.882Z,"South Sandwich Islands region",earthquake
1994-04-17T09:13:30.210Z,-56.208,-27.379,33,5.3,mw,,,,1,us,usp0006b7u,2015-02-11T17:16:16.000Z,"South Sandwich Islands region",earthquake
1994-03-31T06:13:16.330Z,-60.704,-52.027,10,4.9,mb,,,,1,us,usp0006adn,2014-11-07T00:55:11.735Z,"South Shetland Islands",earthquake
1994-03-18T01:53:27.940Z,-56.098,-27.149,33,5.2,mb,,,,0.9,us,usp00069uk,2014-11-07T00:55:09.801Z,"South Sandwich Islands region",earthquake
1994-03-16T06:15:57.630Z,-56.137,-27.376,85.8,5.3,mb,,,,0.9,us,usp00069s3,2014-11-07T00:55:09.540Z,"South Sandwich Islands region",earthquake
1994-03-05T03:10:40.680Z,-59.356,-25.861,33,4.6,mb,,,,1.2,us,usp0006994,2014-11-07T00:55:06.661Z,"South Sandwich Islands region",earthquake
1994-03-04T13:33:04.640Z,-57.88,-25.492,33,5.2,mb,,,,1,us,usp000698a,2014-11-07T00:55:06.478Z,"South Sandwich Islands region",earthquake
1994-02-20T05:39:47.810Z,-56.406,-25.627,33,5.7,ms,,,,1.1,us,usp00068ry,2014-11-07T00:55:00.381Z,"South Sandwich Islands region",earthquake
1994-01-22T06:15:26.150Z,-62.106,-56.121,10,5.3,ms,,,,1,us,usp0006777,2015-05-13T18:53:33.000Z,"South Shetland Islands",earthquake
1994-01-19T19:43:25.080Z,-55.776,-27.91,33,5.2,mb,,,,0.9,us,usp00066zp,2014-11-07T00:54:48.657Z,"South Sandwich Islands region",earthquake
1994-01-14T14:42:10.100Z,-59.653,-26.397,33,5.7,mw,,,,1,us,usp00066f0,2015-05-13T18:53:33.000Z,"South Sandwich Islands region",earthquake
1994-01-12T10:10:25.890Z,-57.94,-25.655,33,5.3,mw,,,,1.2,us,usp00066c0,2015-02-11T17:16:14.000Z,"South Sandwich Islands region",earthquake
1994-01-12T06:29:49.280Z,-61.017,-62.778,10,5,mb,,,,1,us,usp00066bq,2014-11-07T00:54:46.451Z,"Drake Passage",earthquake
1993-12-30T17:45:00.390Z,-58.956,-25.356,10,5,mb,,,,0.6,us,usp00065uk,2014-11-07T00:54:39.267Z,"South Sandwich Islands region",earthquake
1993-12-21T08:49:26.710Z,-56.365,-24.353,33,5,mb,,,,1.1,us,usp00065dx,2014-11-07T00:54:37.503Z,"South Sandwich Islands region",earthquake
1993-12-13T22:25:41.230Z,-55.702,-27.749,33,5,mb,,,,1.7,us,usp000653c,2014-11-07T00:54:35.724Z,"South Sandwich Islands region",earthquake
1993-12-03T12:36:25.520Z,-60.353,-20.446,10,5.5,mw,,,,0.9,us,usp00064kr,2015-02-11T17:16:14.000Z,"east of the South Sandwich Islands",earthquake
1993-12-01T00:59:01.280Z,-57.475,-25.685,33,5.7,mw,,,,0.9,us,usp00064ga,2015-05-13T18:53:33.000Z,"South Sandwich Islands region",earthquake
1993-11-09T06:23:17.650Z,-57.459,-27.082,33,5,mb,,,,1.3,us,usp00063da,2014-11-07T00:54:23.284Z,"South Sandwich Islands region",earthquake
1993-11-05T20:03:23.100Z,-58.871,-25.516,33,4.6,mb,,,,0.5,us,usp000637z,2014-11-07T00:54:21.869Z,"South Sandwich Islands region",earthquake
1993-10-22T16:19:53.370Z,-56.273,-24.37,33,4.8,mb,,,,1,us,usp00062fp,2014-11-07T00:54:14.426Z,"South Sandwich Islands region",earthquake
1993-10-22T08:42:16.550Z,-54.835,-26.557,33,5.7,mw,,,,1,us,usp00062en,2015-05-13T18:53:33.000Z,"South Sandwich Islands region",earthquake
1993-10-15T19:38:21.420Z,-56.091,-26.819,33,4.6,mb,,,,1.3,us,usp0006227,2014-11-07T00:54:12.757Z,"South Sandwich Islands region",earthquake
1993-10-08T08:24:52.420Z,-56.083,-26.285,33,5.1,mb,,,,0.9,us,usp00061nn,2014-11-07T00:54:11.126Z,"South Sandwich Islands region",earthquake
1993-09-30T22:50:39.700Z,-53.698,-51.719,10,5,mb,,,,1.3,us,usp000619t,2014-11-07T00:54:05.311Z,"South Atlantic Ocean",earthquake
1993-09-27T13:37:32.970Z,-53.651,-51.621,33,6.6,mw,,,,1.2,us,usp000614g,2015-05-13T18:53:33.000Z,"South Atlantic Ocean",earthquake
1993-09-19T04:18:36.340Z,-60.079,-26.967,45.5,5.3,mw,,,,1.2,us,usp00060kw,2015-02-11T17:16:13.000Z,"South Sandwich Islands region",earthquake
1993-09-18T20:43:39.960Z,-58.797,-25.012,33,5.4,ms,,,,1.4,us,usp00060kf,2014-11-07T00:53:59.070Z,"South Sandwich Islands region",earthquake
1993-09-09T21:52:12.820Z,-56.214,-27.332,110,5.7,mwb,,,,1.1,us,usp0006016,2015-05-13T18:53:33.000Z,"South Sandwich Islands region",earthquake
1993-08-22T12:54:12.670Z,-59.317,-26.052,33,5,mb,,,,1.2,us,usp0005z00,2014-11-07T00:53:47.660Z,"South Sandwich Islands region",earthquake
1993-08-16T21:32:41.020Z,-56.097,-26.86,33,5,mb,,,,1.2,us,usp0005ypm,2014-11-07T00:53:45.509Z,"South Sandwich Islands region",earthquake
1993-08-11T13:54:43.200Z,-55.936,-26.596,33,4.8,mb,,,,1.3,us,usp0005yc2,2014-11-07T00:53:42.580Z,"South Sandwich Islands region",earthquake
1993-07-19T19:31:45.380Z,-55.945,-27.569,33,5.2,mb,,,,1.1,us,usp0005wzd,2014-11-07T00:53:31.965Z,"South Sandwich Islands region",earthquake
1993-06-23T11:29:19.350Z,-60.549,-56.376,10,5.8,mw,,,,1.3,us,usp0005v20,2015-05-13T18:53:33.000Z,"South Shetland Islands",earthquake
1993-06-04T20:31:53.340Z,-55.864,-27.681,33,5.1,mb,,,,1.4,us,usp0005u0r,2014-11-07T00:53:10.749Z,"South Sandwich Islands region",earthquake
1993-05-28T18:21:16.010Z,-59.105,-25.504,33,4.8,mb,,,,1.1,us,usp0005tn4,2014-11-07T00:53:05.345Z,"South Sandwich Islands region",earthquake
1993-05-22T13:53:00.280Z,-55.98,-27.477,113.4,5.4,mw,,,,0.9,us,usp0005t9c,2015-02-11T17:16:10.000Z,"South Sandwich Islands region",earthquake
1993-05-14T18:32:09.210Z,-55.959,-27.199,33,5.1,mb,,,,1.3,us,usp0005sss,2014-11-07T00:53:00.407Z,"South Sandwich Islands region",earthquake
1993-05-14T04:15:19.220Z,-59.108,-25.606,33,4.7,mb,,,,0.8,us,usp0005srw,2014-11-07T00:53:00.323Z,"South Sandwich Islands region",earthquake
1993-05-03T03:17:40.650Z,-56.183,-25.553,33,5.2,mb,,,,0.9,us,usp0005s4r,2014-11-07T00:52:56.958Z,"South Sandwich Islands region",earthquake
1993-05-03T01:57:43.960Z,-59.85,-26.198,33,4.8,mb,,,,1.2,us,usp0005s4g,2014-11-07T00:52:56.886Z,"South Sandwich Islands region",earthquake
1993-05-02T21:15:23.580Z,-59.852,-26.302,33,5.5,mw,,,,1,us,usp0005s48,2015-02-11T17:16:10.000Z,"South Sandwich Islands region",earthquake
1993-05-02T11:26:54.870Z,-56.415,-24.491,12.9,6.4,mwb,,,,1.1,us,usp0005s3c,2015-06-30T16:59:01.809Z,"South Sandwich Islands region",earthquake
1993-04-28T02:46:03.250Z,-58.936,-26.316,33,5.3,mw,,,,1.2,us,usp0005rw2,2015-02-11T17:16:10.000Z,"South Sandwich Islands region",earthquake
1993-04-28T02:14:03.790Z,-59.031,-25.841,33,5.4,mb,,,,1,us,usp0005rw0,2014-11-07T00:52:52.630Z,"South Sandwich Islands region",earthquake
1993-04-27T13:04:05.130Z,-55.672,-27.142,33,5.5,mb,,,,1,us,usp0005rus,2014-11-07T00:52:52.494Z,"South Sandwich Islands region",earthquake
1993-04-17T18:37:44.850Z,-56.844,-25.154,33,4.8,mb,,,,0.8,us,usp0005rbc,2014-11-07T00:52:49.940Z,"South Sandwich Islands region",earthquake
1993-04-05T20:41:00.700Z,-59.856,-26.197,33,4.7,mb,,,,0.8,us,usp0005qqg,2014-11-07T00:52:46.519Z,"South Sandwich Islands region",earthquake
1993-04-05T16:51:39.740Z,-59.787,-26.203,33,5.7,mw,,,,1,us,usp0005qq8,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1993-04-05T09:24:59.200Z,-59.896,-26.23,33,5.1,mb,,,,0.9,us,usp0005qpu,2014-11-07T00:52:46.410Z,"South Sandwich Islands region",earthquake
1993-04-05T07:55:20.150Z,-59.56,-24.877,10,4.8,mb,,,,0.8,us,usp0005qpq,2014-11-07T00:52:46.401Z,"South Sandwich Islands region",earthquake
1993-04-05T05:54:32.940Z,-59.894,-26.234,33,5.1,mb,,,,0.9,us,usp0005qpf,2014-11-07T00:52:46.183Z,"South Sandwich Islands region",earthquake
1993-04-05T05:33:47.290Z,-59.892,-26.125,33,5.1,mb,,,,1,us,usp0005qpe,2014-11-07T00:52:46.178Z,"South Sandwich Islands region",earthquake
1993-04-05T05:02:39.000Z,-59.894,-26.257,33,5.1,mb,,,,0.9,us,usp0005qpd,2014-11-07T00:52:46.171Z,"South Sandwich Islands region",earthquake
1993-04-05T04:56:22.690Z,-59.974,-26.137,33,5.2,mb,,,,1.3,us,usp0005qpb,2014-11-07T00:52:46.163Z,"South Sandwich Islands region",earthquake
1993-04-05T04:52:32.080Z,-59.806,-26.352,33,5.8,ms,,,,0.9,us,usp0005qpa,2014-11-07T00:52:46.145Z,"South Sandwich Islands region",earthquake
1993-04-05T04:34:57.410Z,-59.888,-26.287,33,5.2,mb,,,,0.9,us,usp0005qp9,2014-11-07T00:52:46.138Z,"South Sandwich Islands region",earthquake
1993-04-05T04:16:34.630Z,-59.786,-26.344,33,5.5,mb,,,,0.9,us,usp0005qp8,2014-11-07T00:52:46.125Z,"South Sandwich Islands region",earthquake
1993-04-05T04:00:05.390Z,-59.801,-26.312,33,6.3,mwb,,,,0.9,us,usp0005qp7,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1993-03-20T09:20:32.590Z,-56.084,-27.803,115.9,6.3,mwb,,,,1.2,us,usp0005puq,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1993-03-15T17:10:38.900Z,-59.979,-25.967,33,5,mb,,,,1.6,us,usp0005pj8,2014-11-07T00:52:35.670Z,"South Sandwich Islands region",earthquake
1993-03-10T17:05:29.000Z,-60.411,-26.059,33,5,mb,,,,1.2,us,usp0005p9f,2014-11-07T00:52:34.347Z,"South Sandwich Islands region",earthquake
1993-03-10T12:39:23.900Z,-59.7,-25.719,33,6.5,mw,,,,1.2,us,usp0005p91,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1993-03-10T05:42:11.850Z,-60.062,-25.686,33,4.7,mb,,,,1.4,us,usp0005p8k,2014-11-07T00:52:34.210Z,"South Sandwich Islands region",earthquake
1993-03-10T00:05:02.030Z,-59.971,-25.926,33,4.4,mb,,,,1.1,us,usp0005p88,2014-11-07T00:52:34.180Z,"South Sandwich Islands region",earthquake
1993-03-09T22:40:41.090Z,-59.868,-25.996,33,5.4,mw,,,,1,us,usp0005p85,2015-02-11T17:16:09.000Z,"South Sandwich Islands region",earthquake
1993-03-09T14:42:07.690Z,-59.724,-25.409,33,4.9,mb,,,,1.5,us,usp0005p7j,2014-11-07T00:52:34.108Z,"South Sandwich Islands region",earthquake
1993-03-09T10:02:09.070Z,-59.879,-25.699,33,5.2,mb,,,,1.2,us,usp0005p79,2014-11-07T00:52:34.080Z,"South Sandwich Islands region",earthquake
1993-03-09T08:10:21.160Z,-59.681,-25.664,33,5.4,mb,,,,0.9,us,usp0005p75,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1993-03-09T07:52:11.100Z,-59.609,-25.705,33,5.1,mb,,,,1.2,us,usp0005p74,2014-11-07T00:52:34.056Z,"South Sandwich Islands region",earthquake
1993-03-09T07:45:43.670Z,-59.624,-25.709,33,6.3,mw,,,,1.1,us,usp0005p73,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1993-02-25T11:43:06.890Z,-58.958,-25.83,33,4.9,mb,,,,1,us,usp0005nnu,2014-11-07T00:52:27.321Z,"South Sandwich Islands region",earthquake
1993-02-17T00:11:59.040Z,-60.146,-26.374,33,4.5,mb,,,,1.3,us,usp0005n6y,2014-11-07T00:52:24.770Z,"South Sandwich Islands region",earthquake
1993-02-15T13:36:01.250Z,-53.311,-59.732,21.2,5.2,mb,,,,1.1,us,usp0005n4g,2014-11-07T00:52:24.491Z,"Falkland Islands region",earthquake
1993-02-13T11:53:06.030Z,-57.821,-26.163,33,4.8,mb,,,,1.1,us,usp0005n0x,2014-11-07T00:52:24.020Z,"South Sandwich Islands region",earthquake
1993-02-12T14:10:54.670Z,-57.72,-29.263,33,5.2,ms,,,,1.2,us,usp0005mze,2014-11-07T00:52:23.775Z,"South Sandwich Islands region",earthquake
1993-02-12T07:56:40.660Z,-57.836,-29.273,16.9,5,mb,,,,1.3,us,usp0005myr,2014-11-07T00:52:23.696Z,"South Sandwich Islands region",earthquake
1993-02-06T12:42:51.660Z,-56.522,-25.765,33,5.7,mw,,,,1.2,us,usp0005mqb,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1993-02-05T13:28:26.320Z,-57.588,-29.131,33,4.9,mb,,,,1.4,us,usp0005mnx,2014-11-07T00:52:21.729Z,"South Sandwich Islands region",earthquake
1993-02-05T10:39:14.470Z,-57.733,-29.511,33,4.9,ms,,,,1.1,us,usp0005mnq,2014-11-07T00:52:21.707Z,"South Sandwich Islands region",earthquake
1993-01-28T01:52:27.660Z,-55.972,-27.379,129.6,5.4,mb,,,,0.4,us,usp0005mb4,2014-11-07T00:52:16.953Z,"South Sandwich Islands region",earthquake
1993-01-24T23:06:47.760Z,-56.694,-25.789,33,5.1,mb,,,,1.4,us,usp0005m6y,2014-11-07T00:52:16.501Z,"South Sandwich Islands region",earthquake
1993-01-22T17:48:36.630Z,-56,-23.593,33,5.1,mb,,,,0.9,us,usp0005m3h,2014-11-07T00:52:16.143Z,"South Sandwich Islands region",earthquake
1993-01-17T18:24:51.540Z,-58.634,-26.177,110.2,5.6,mw,,,,1.2,us,usp0005kwb,2015-02-11T17:16:08.000Z,"South Sandwich Islands region",earthquake
1993-01-15T09:26:34.230Z,-57.804,-29.68,33,5,mb,,,,1,us,usp0005ktf,2014-11-07T00:52:14.124Z,"South Sandwich Islands region",earthquake
1993-01-13T06:40:35.730Z,-55.931,-27.203,33,5.5,ms,,,,1.2,us,usp0005kpr,2014-11-07T00:52:13.639Z,"South Sandwich Islands region",earthquake
1993-01-10T14:39:00.390Z,-59.274,-26.205,61,6.7,mwb,,,,1,us,usp0005kjj,2015-06-30T16:59:01.793Z,"South Sandwich Islands region",earthquake
1993-01-09T21:49:28.120Z,-59.667,-26.271,33,4.9,mb,,,,0.9,us,usp0005khs,2014-11-07T00:52:12.883Z,"South Sandwich Islands region",earthquake
1992-12-23T13:53:53.490Z,-56.085,-27.348,33,5.3,mb,,,,1,us,usp0005jqu,2014-11-07T00:52:04.693Z,"South Sandwich Islands region",earthquake
1992-12-18T02:18:00.600Z,-57.261,-25.821,53,5.4,mb,,,,1,us,usp0005jf9,2014-11-07T00:52:03.199Z,"South Sandwich Islands region",earthquake
1992-12-11T22:12:56.070Z,-59.572,-26.101,33,5.4,mw,,,,1.2,us,usp0005j4s,2015-02-11T17:16:07.000Z,"South Sandwich Islands region",earthquake
1992-11-25T12:55:28.250Z,-56.177,-26.778,33,4.9,mb,,,,1.1,us,usp0005hc3,2014-11-07T00:51:54.542Z,"South Sandwich Islands region",earthquake
1992-11-22T22:41:40.120Z,-56.388,-25.388,33,4.9,mb,,,,0.4,us,usp0005h7m,2014-11-07T00:51:53.931Z,"South Sandwich Islands region",earthquake
1992-11-22T15:15:58.680Z,-56.34,-25.49,33,5.6,mw,,,,1,us,usp0005h6v,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1992-11-22T14:56:14.480Z,-56.559,-25.38,10,5.1,mb,,,,0.6,us,usp0005h6s,2014-11-07T00:51:53.840Z,"South Sandwich Islands region",earthquake
1992-11-22T14:44:46.450Z,-56.499,-25.484,33,4.6,ms,,,,1.2,us,usp0005h6r,2014-11-07T00:51:53.837Z,"South Sandwich Islands region",earthquake
1992-11-22T02:15:51.420Z,-56.346,-25.785,33,5.4,ms,,,,1,us,usp0005h61,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1992-11-22T00:27:51.350Z,-56.422,-25.733,33,5.4,mb,,,,1,us,usp0005h5v,2014-11-07T00:51:53.722Z,"South Sandwich Islands region",earthquake
1992-11-21T23:11:50.620Z,-56.316,-25.581,33,5.4,mb,,,,1,us,usp0005h5r,2014-11-07T00:51:53.712Z,"South Sandwich Islands region",earthquake
1992-11-21T22:39:32.920Z,-56.665,-26.405,20.1,6.6,mw,,,,1.1,us,usp0005h5p,2015-05-13T18:53:32.000Z,"South Sandwich Islands region",earthquake
1992-11-12T15:00:38.790Z,-53.767,-51.727,10,5.9,mw,,,,1.3,us,usp0005gs7,2015-05-13T18:53:32.000Z,"South Atlantic Ocean",earthquake
1992-11-10T08:13:32.610Z,-55.866,-26.979,33,5.5,mw,,,,0.9,us,usp0005gms,2015-02-11T17:16:07.000Z,"South Sandwich Islands region",earthquake
1992-11-08T02:37:41.840Z,-55.898,-26.604,33,5.1,mw,,,,1.2,us,usp0005ggy,2015-02-11T17:16:07.000Z,"South Sandwich Islands region",earthquake
1992-11-01T10:03:16.350Z,-55.633,-27.629,24.7,5.6,mw,,,,1.2,us,usp0005g5z,2015-02-11T17:16:07.000Z,"South Sandwich Islands region",earthquake
1992-10-14T05:48:05.710Z,-57.891,-23.559,33,4.8,mb,,,,1.4,us,usp0005faq,2014-11-07T00:51:39.839Z,"South Sandwich Islands region",earthquake
1992-10-14T01:36:18.700Z,-59.581,-25.979,33,5.3,mw,,,,1,us,usp0005faf,2015-02-11T17:16:06.000Z,"South Sandwich Islands region",earthquake
1992-10-01T18:15:40.890Z,-53.655,-51.684,10,5.5,mw,,,,0.9,us,usp0005ety,2015-02-11T17:16:06.000Z,"South Atlantic Ocean",earthquake
1992-10-01T03:21:04.350Z,-53.591,-51.661,10,5.6,mw,,,,1.1,us,usp0005esv,2015-05-13T18:53:32.000Z,"South Atlantic Ocean",earthquake
1992-09-29T10:37:48.520Z,-56.335,-26.286,33,4.7,mb,,,,1.4,us,usp0005epk,2014-11-07T00:51:32.233Z,"South Sandwich Islands region",earthquake
1992-09-25T20:06:45.910Z,-54.401,-27.643,41.6,5.6,mb,,,,1.1,us,usp0005egn,2014-11-07T00:51:30.756Z,"South Sandwich Islands region",earthquake
1992-09-24T00:51:46.740Z,-59.478,-25.971,21.2,5.5,mw,,,,1,us,usp0005edu,2015-02-11T17:16:06.000Z,"South Sandwich Islands region",earthquake
1992-08-24T19:40:34.900Z,-56.622,-26.552,106.6,6.1,mw,,,,0.9,us,usp0005d02,2015-05-13T18:53:31.000Z,"South Sandwich Islands region",earthquake
1992-08-24T11:35:27.390Z,-58.961,-22.993,33,4.4,mb,,,,0.7,us,usp0005czf,2014-11-07T00:51:18.359Z,"South Sandwich Islands region",earthquake
1992-08-01T01:32:50.840Z,-56.211,-26.537,33,4.8,mb,,,,1,us,usp0005btd,2014-11-07T00:51:10.457Z,"South Sandwich Islands region",earthquake
1992-07-20T02:24:41.950Z,-60.623,-65.851,10,4.8,mb,,,,1.1,us,usp0005b51,2014-11-07T00:51:05.909Z,"Drake Passage",earthquake
1992-07-19T08:21:05.590Z,-60.799,-22.201,33,4.9,mb,,,,1.1,us,usp0005b40,2014-11-07T00:51:05.792Z,"South Sandwich Islands region",earthquake
1992-07-14T22:24:20.260Z,-56.364,-30.212,33,5.2,mw,,,,1.4,us,usp0005auz,2015-02-11T17:16:04.000Z,"South Sandwich Islands region",earthquake
1992-06-25T04:48:13.090Z,-59.573,-24.622,33,4.8,mb,,,,0.9,us,usp00059mk,2014-11-07T00:50:53.019Z,"South Sandwich Islands region",earthquake
1992-06-24T08:34:43.080Z,-59.747,-25.819,33,4.7,mb,,,,1,us,usp00059jz,2014-11-07T00:50:52.806Z,"South Sandwich Islands region",earthquake
1992-06-22T04:00:41.000Z,-60.728,-21.969,11.8,6.5,mwb,,,,1.1,us,usp00059fc,2015-05-13T18:53:31.000Z,"east of the South Sandwich Islands",earthquake
1992-06-17T08:39:15.420Z,-60.373,-57.074,10,6.2,mwb,,,,1.4,us,usp000597k,2015-05-13T18:53:31.000Z,"South Shetland Islands",earthquake
1992-06-12T00:05:24.690Z,-58.956,-25.47,33,4.8,mb,,,,1.2,us,usp00058z1,2014-11-07T00:50:49.312Z,"South Sandwich Islands region",earthquake
1992-06-10T12:45:14.370Z,-58.959,-25.494,33,5.2,mw,,,,1,us,usp00058x4,2015-02-11T17:16:03.000Z,"South Sandwich Islands region",earthquake
1992-05-25T20:51:09.720Z,-54.601,-30.261,33,5.8,mb,,,,1.3,us,usp0005830,2014-11-07T00:50:41.387Z,"South Sandwich Islands region",earthquake
1992-05-16T04:08:14.430Z,-56.042,-27.643,33,5.4,mb,,,,1.4,us,usp00057ez,2014-11-07T00:50:37.881Z,"South Sandwich Islands region",earthquake
1992-05-06T06:01:26.270Z,-59.547,-23.297,10,5,mb,,,,1.3,us,usp00056z8,2014-11-07T00:50:35.795Z,"South Sandwich Islands region",earthquake
1992-05-03T14:43:43.580Z,-56.879,-30.175,33,5,mb,,,,1.4,us,usp00056v8,2014-11-07T00:50:34.425Z,"South Sandwich Islands region",earthquake
1992-04-22T21:43:13.050Z,-60.776,-22.815,33,5.3,mw,,,,1.1,us,usp0005663,2015-02-11T17:16:02.000Z,"South Sandwich Islands region",earthquake
1992-03-23T14:05:09.650Z,-55.949,-27.615,80,5.3,mb,,,,1.1,us,usp00054qy,2014-11-07T00:50:18.434Z,"South Sandwich Islands region",earthquake
1992-03-20T18:45:09.650Z,-56.427,-27.121,104.5,5.5,mw,,,,1.2,us,usp00054jy,2015-02-11T17:16:02.000Z,"South Sandwich Islands region",earthquake
1992-03-12T03:44:19.210Z,-55.99,-27.093,33,5.3,mb,,,,1.7,us,usp0005454,2014-11-07T00:50:15.449Z,"South Sandwich Islands region",earthquake
1992-02-16T20:58:57.200Z,-55.141,-28.361,33,5,mb,,,,1.1,us,usp0005357,2014-11-07T00:50:06.203Z,"South Sandwich Islands region",earthquake
1992-02-12T17:33:10.300Z,-55.551,-26.811,33,5,mb,,,,0.6,us,usp00052zh,2014-11-07T00:50:05.572Z,"South Sandwich Islands region",earthquake
1992-02-07T05:59:45.280Z,-59.047,-25.919,33,5.2,mb,,,,1.2,us,usp00052r5,2014-11-07T00:50:04.328Z,"South Sandwich Islands region",earthquake
1992-02-06T14:18:43.010Z,-56.045,-24.522,33,5.1,mb,,,,0.8,us,usp00052q8,2014-11-07T00:50:04.191Z,"South Sandwich Islands region",earthquake
1992-01-19T18:04:21.890Z,-55.906,-24.277,33,5.3,mb,,,,1,us,usp00051yz,2014-11-07T00:49:55.551Z,"South Sandwich Islands region",earthquake
1992-01-17T13:01:28.250Z,-57.736,-25.543,33,4.8,mb,,,,1,us,usp00051wf,2014-11-07T00:49:55.318Z,"South Sandwich Islands region",earthquake
1992-01-14T22:57:36.390Z,-56.13,-24.976,33,4.8,mb,,,,1.5,us,usp00051t7,2014-11-07T00:49:54.913Z,"South Sandwich Islands region",earthquake
1992-01-14T16:03:05.850Z,-56.106,-26.451,33,5.1,mb,,,,1.5,us,usp00051sy,2014-11-07T00:49:54.892Z,"South Sandwich Islands region",earthquake
1992-01-14T10:45:14.510Z,-55.617,-25.212,33,5.2,mb,,,,1.1,us,usp00051sr,2014-11-07T00:49:54.875Z,"South Sandwich Islands region",earthquake
1992-01-11T19:37:51.920Z,-55.614,-25.221,33,5.4,ms,,,,0.8,us,usp00051pf,2014-11-07T00:49:54.439Z,"South Sandwich Islands region",earthquake
1992-01-10T20:35:23.240Z,-56.08,-24.435,33,5.2,mb,,,,1.1,us,usp00051n9,2014-11-07T00:49:54.222Z,"South Sandwich Islands region",earthquake
1991-12-28T15:59:47.100Z,-56.573,-25.325,57.5,5.5,mw,,,,1.3,us,usp000513k,2015-02-11T17:16:00.000Z,"South Sandwich Islands region",earthquake
1991-12-28T02:20:28.170Z,-55.439,-26.469,33,5.4,ms,,,,1.2,us,usp0005124,2014-11-07T00:49:48.191Z,"South Sandwich Islands region",earthquake
1991-12-28T01:56:25.020Z,-55.439,-26.536,33,4.8,mb,,,,1.2,us,usp0005123,2014-11-07T00:49:48.189Z,"South Sandwich Islands region",earthquake
1991-12-28T00:52:10.160Z,-56.102,-24.614,10,6.6,mw,,,,1.1,us,usp0005120,2015-05-13T18:53:31.000Z,"South Sandwich Islands region",earthquake
1991-12-27T14:02:49.830Z,-55.741,-24.909,33,4.8,mb,,,,1.1,us,usp000511m,2014-11-07T00:49:48.117Z,"South Sandwich Islands region",earthquake
1991-12-27T08:09:28.930Z,-55.432,-26.424,33,5,mb,,,,0.8,us,usp0005117,2014-11-07T00:49:47.727Z,"South Sandwich Islands region",earthquake
1991-12-27T04:05:58.240Z,-56.032,-25.266,10,7.2,mw,,,,1.4,us,usp000510y,2015-05-13T18:53:31.000Z,"South Sandwich Islands region",earthquake
1991-12-19T19:14:43.710Z,-57.806,-25.613,33,4.9,mb,,,,1.2,us,usp00050pb,2014-11-07T00:49:45.913Z,"South Sandwich Islands region",earthquake
1991-11-10T13:04:39.380Z,-59.449,-26.183,33,5.5,mw,,,,1,us,usp0004z0d,2015-02-11T17:16:00.000Z,"South Sandwich Islands region",earthquake
1991-11-09T07:04:51.740Z,-56.189,-27.15,33,5.3,mb,,,,1.3,us,usp0004yys,2014-11-07T00:49:33.634Z,"South Sandwich Islands region",earthquake
1991-10-31T12:20:36.350Z,-57.869,-25.677,10,4.8,mb,,,,0.9,us,usp0004ynv,2014-11-07T00:49:28.596Z,"South Sandwich Islands region",earthquake
